"id","code","serial_id","national_registration_code","foreign_id_code","name","middle_name","surname","name_reading","middle_name_reading","surname_reading","gender","birth_date","admitted","graduated","enrollment_status_code","primary_address","primary_contact","class_and_number","user_id","faculty_id","commute_method_type_id","scholarship_status_id"
228,"**-****-00228",228,,228,"Kareem","Lindsay","Johnston",,,,,"2014-01-27",,,"admitted","Nagoya, 7372 Weldon Corners","Email: ila_lemke@stoltenberg.name",,,,,1
229,"**-****-00229",229,,229,"Roxanne","Lia","Hayes",,,,,"2012-10-20",,,"admitted","Nagoya, 50892 Laurence Loop","Email: ephraim.renner@lindgrencruickshank.name",,,,,1
230,"**-****-00230",230,,230,"Jadon","Eddie","Bode",,,,,"2012-12-22",,,"admitted","Nagoya, 903 Fern Grove","Email: agnes_hoeger@parkernader.us",,,,,1
231,"**-****-00231",231,,231,"Alessandra","Hildegard","Fay",,,,,"2011-09-29",,,"admitted","Nagoya, 3763 Lind Garden","Email: leonard.roob@robelturner.co.uk",,,,,1
232,"**-****-00232",232,,232,"Vella","Shanna","Schmeler",,,,,"2013-09-26",,,"admitted","Nagoya, 9980 Casandra Ferry","Email: coralie@greenholt.co.uk",,,,,1
233,"**-****-00233",233,,233,"Jerrod","Llewellyn","Ortiz",,,,,"2013-05-11",,,"admitted","Nagoya, 245 Cassin Crescent","Email: tomas@ritchie.name",,,,,1
234,"**-****-00234",234,,234,"Theodora","Nellie","Waelchi",,,,,"2011-10-20",,,"admitted","Nagoya, 590 Schoen Fort","Email: tina_dicki@boehm.co.uk",,,,,1
235,"**-****-00235",235,,235,"Ford","Peggie","Bednar",,,,,"2011-09-27",,,"admitted","Nagoya, 2770 Durgan Skyway","Email: lucas.larkin@blanda.name",,,,,1
236,"**-****-00236",236,,236,"Lexi","Lisa","Larkin",,,,,"2013-03-10",,,"admitted","Nagoya, 78658 Buckridge Terrace","Email: alyce.hoeger@hermann.biz",,,,,1
237,"**-****-00237",237,,237,"Letitia","Marty","Kilback",,,,,"2012-12-24",,,"admitted","Nagoya, 88104 Blanda Harbor","Email: adrain_gerhold@greenfelder.biz",,,,,1
238,"**-****-00238",238,,238,"Mavis","Jeanne","Hahn",,,,,"2012-08-04",,,"admitted","Nagoya, 521 Lawson Avenue","Email: virgil@walter.com",,,,,1
239,"**-****-00239",239,,239,"Lottie","Carrie","Schuppe",,,,,"2012-01-06",,,"admitted","Nagoya, 99789 Kub Lock","Email: darlene_wuckert@brakus.biz",,,,,1
240,"**-****-00240",240,,240,"Adrain","Leone","Schowalter",,,,,"2011-09-27",,,"admitted","Nagoya, 8925 Isai Crescent","Email: percy.prohaska@dubuque.co.uk",,,,,1
241,"**-****-00241",241,,241,"Jessie","Malvina","Mayert",,,,,"2012-03-17",,,"admitted","Nagoya, 074 Giovanni Shore","Email: geovany.kihn@hoppeemard.com",,,,,1
242,"**-****-00242",242,,242,"Janet","Kenya","Koepp",,,,,"2013-01-29",,,"admitted","Nagoya, 93502 Nona Freeway","Email: oliver@romagueraokuneva.biz",,,,,1
243,"**-****-00243",243,,243,"Stephanie","Carlotta","Witting",,,,,"2013-07-17",,,"admitted","Nagoya, 3252 Evelyn Tunnel","Email: vella_abbott@johns.co.uk",,,,,1
244,"**-****-00244",244,,244,"Dean","Earnest","Schmeler",,,,,"2012-11-10",,,"admitted","Nagoya, 1559 Abshire Lakes","Email: hollis.gibson@schmitt.info",,,,,1
245,"**-****-00245",245,,245,"Ashlynn","Alvina","Lindgren",,,,,"2012-06-21",,,"admitted","Nagoya, 00096 Melisa Ports","Email: alba@terrykuhic.us",,,,,1
246,"**-****-00246",246,,246,"Braden","Kellie","Cormier",,,,,"2014-02-27",,,"admitted","Nagoya, 350 Hodkiewicz Mountain","Email: jamil.reichert@lemke.biz",,,,,1
247,"**-****-00247",247,,247,"Darby","Fern","Smith",,,,,"2013-12-08",,,"admitted","Nagoya, 25424 Shanna Branch","Email: maurine@gaylordwitting.ca",,,,,1
248,"**-****-00248",248,,248,"Ricky","Damian","Schimmel",,,,,"2012-09-05",,,"admitted","Nagoya, 18599 Grimes Greens","Email: baylee@mann.com",,,,,1
249,"**-****-00249",249,,249,"Kaia","Elwyn","Wisoky",,,,,"2011-12-23",,,"admitted","Nagoya, 868 Hansen Mountain","Email: simeon_prohaska@corwin.info",,,,,1
250,"**-****-00250",250,,250,"Beatrice","Myriam","Grady",,,,,"2012-07-16",,,"admitted","Nagoya, 302 Maya Oval","Email: keyon@barrows.com",,,,,1
251,"**-****-00251",251,,251,"Carrie","Sigrid","Lowe",,,,,"2012-12-10",,,"admitted","Nagoya, 16861 Rowe Vista","Email: julie.west@upton.us",,,,,1
252,"**-****-00252",252,,252,"Lucile","Aaliyah","Aufderhar",,,,,"2012-12-02",,,"admitted","Nagoya, 50399 Marks Viaduct","Email: wayne@rowe.name",,,,,1
253,"**-****-00253",253,,253,"Mariana","Russ","Goodwin",,,,,"2012-09-18",,,"admitted","Nagoya, 470 Nella Rapids","Email: cullen@kassulke.co.uk",,,,,1
296,"**-****-00296",296,,296,"George","Dominic","Thompson",,,,,"2013-02-19",,,"admitted","Nagoya, 4036 Wehner Roads","Email: destiney_romaguera@dare.co.uk",,,,,1
297,"**-****-00297",297,,297,"Betty","Jaren","Ondricka",,,,,"2013-06-27",,,"admitted","Nagoya, 56104 Nikolaus Path","Email: karl@feest.ca",,,,,1
298,"**-****-00298",298,,298,"Arianna","Lamont","Schulist",,,,,"2014-02-15",,,"admitted","Nagoya, 9457 Bins Mount","Email: maia_hoeger@murphyfadel.ca",,,,,1
299,"**-****-00299",299,,299,"Korey","Rusty","Parker",,,,,"2012-01-04",,,"admitted","Nagoya, 1647 Corkery Radial","Email: erika@abshire.info",,,,,1
300,"**-****-00300",300,,300,"Bulah","Gay","Miller",,,,,"2013-05-10",,,"admitted","Nagoya, 91591 West Cove","Email: antonetta.willms@feest.info",,,,,1
301,"**-****-00301",301,,301,"Olin","Toney","Gerhold",,,,,"2011-09-07",,,"admitted","Nagoya, 12230 Noelia Path","Email: marilie@browncormier.name",,,,,1
302,"**-****-00302",302,,302,"Cole","Betty","Hudson",,,,,"2014-04-02",,,"admitted","Nagoya, 46624 Kulas Islands","Email: blaise.quitzon@jacobson.ca",,,,,1
303,"**-****-00303",303,,303,"Jacky","Quincy","Walker",,,,,"2012-12-16",,,"admitted","Nagoya, 503 Dooley Fort","Email: camren_carter@hoeger.com",,,,,1
304,"**-****-00304",304,,304,"Breanne","Glenna","Douglas",,,,,"2013-12-19",,,"admitted","Nagoya, 250 Kemmer Burg","Email: phyllis@hermiston.co.uk",,,,,1
305,"**-****-00305",305,,305,"Clara","Mallie","Wintheiser",,,,,"2013-10-12",,,"admitted","Nagoya, 61028 VonRueden Groves","Email: nathanael.kutch@turnerpfannerstill.ca",,,,,1
306,"**-****-00306",306,,306,"Camron","Elda","Kreiger",,,,,"2013-07-29",,,"admitted","Nagoya, 004 Geovanni Throughway","Email: gilberto@satterfield.ca",,,,,1
307,"**-****-00307",307,,307,"Brown","Sherman","Little",,,,,"2014-04-01",,,"admitted","Nagoya, 2052 Silas Alley","Email: alda.rau@steuber.ca",,,,,1
308,"**-****-00308",308,,308,"Conner","Tamia","Mertz",,,,,"2013-11-07",,,"admitted","Nagoya, 019 Kuhn Burgs","Email: daphney.wuckert@metz.us",,,,,1
309,"**-****-00309",309,,309,"Art","Melisa","Stokes",,,,,"2013-06-17",,,"admitted","Nagoya, 5490 Myah Viaduct","Email: ernesto_schoen@wittingterry.us",,,,,1
310,"**-****-00310",310,,310,"Paris","Malachi","Gaylord",,,,,"2012-05-11",,,"admitted","Nagoya, 43192 Salvador Pines","Email: clemens.kemmer@thompsonvonrueden.ca",,,,,1
311,"**-****-00311",311,,311,"Everette","Chaya","Schaden",,,,,"2013-07-02",,,"admitted","Nagoya, 261 Upton Ways","Email: dahlia_wunsch@gutmanncorkery.info",,,,,1
312,"**-****-00312",312,,312,"Kellen","Alanna","Jacobson",,,,,"2013-03-17",,,"admitted","Nagoya, 7534 McClure Radial","Email: wilburn@jacobs.co.uk",,,,,1
313,"**-****-00313",313,,313,"Treva","Dejuan","Nicolas",,,,,"2013-07-10",,,"admitted","Nagoya, 9925 Lula Gateway","Email: dixie_bayer@oreillylindgren.ca",,,,,1
314,"**-****-00314",314,,314,"Misael","Cedrick","Kunde",,,,,"2012-05-31",,,"admitted","Nagoya, 48826 Konopelski Club","Email: dedric_howe@morissettehermann.ca",,,,,1
315,"**-****-00315",315,,315,"Anabelle","Meaghan","Schmitt",,,,,"2012-09-19",,,"admitted","Nagoya, 908 Pagac Lake","Email: ludwig@bayer.info",,,,,1
316,"**-****-00316",316,,316,"Chad","Michele","Torp",,,,,"2012-11-13",,,"admitted","Nagoya, 16206 Chadd Drive","Email: sibyl_hoppe@schroeder.us",,,,,1
317,"**-****-00317",317,,317,"Jerad","Raphael","McGlynn",,,,,"2014-03-26",,,"admitted","Nagoya, 6349 Wyman Cove","Email: rae@champlin.ca",,,,,1
318,"**-****-00318",318,,318,"Parker","Weldon","Lehner",,,,,"2012-12-29",,,"admitted","Nagoya, 31879 Lynn Meadows","Email: lavonne.dach@oconner.name",,,,,1
319,"**-****-00319",319,,319,"Mandy","Lyda","Barrows",,,,,"2011-10-27",,,"admitted","Nagoya, 676 Angelina Expressway","Email: douglas.reichel@hickle.co.uk",,,,,1
320,"**-****-00320",320,,320,"Scot","Berniece","Feeney",,,,,"2013-10-06",,,"admitted","Nagoya, 62623 Lynch Fork","Email: hailie@hilpert.name",,,,,1
321,"**-****-00321",321,,321,"Clinton","Osborne","Goodwin",,,,,"2011-10-10",,,"admitted","Nagoya, 9506 O'Reilly Avenue","Email: lulu@swiftondricka.co.uk",,,,,1
322,"**-****-00322",322,,322,"Kattie","D'angelo","Altenwerth",,,,,"2013-01-08",,,"admitted","Nagoya, 98333 Wisoky Rapids","Email: barney_stoltenberg@starkgreen.info",,,,,1
323,"**-****-00323",323,,323,"Jessyca","Lue","Goldner",,,,,"2013-11-07",,,"admitted","Nagoya, 9808 Cruickshank Turnpike","Email: casper@renner.com",,,,,1
324,"**-****-00324",324,,324,"Alice","Jacinthe","Braun",,,,,"2011-11-13",,,"admitted","Nagoya, 28283 Spencer Loop","Email: olga@bechtelarfeeney.biz",,,,,1
325,"**-****-00325",325,,325,"Harold","Jaleel","Hessel",,,,,"2012-04-28",,,"admitted","Nagoya, 0894 Skiles Stravenue","Email: kristoffer@feilcarter.co.uk",,,,,1
326,"**-****-00326",326,,326,"Isaac","Anabel","Halvorson",,,,,"2013-08-03",,,"admitted","Nagoya, 814 Kyra Rue","Email: alfred@walker.biz",,,,,1
327,"**-****-00327",327,,327,"Audrey","Jaycee","Howell",,,,,"2012-11-06",,,"admitted","Nagoya, 92281 Xavier Mall","Email: francisca_roberts@berge.info",,,,,1
328,"**-****-00328",328,,328,"Nick","Elwyn","Kerluke",,,,,"2012-02-12",,,"admitted","Nagoya, 69509 Gayle Ramp","Email: mohammed_schroeder@huels.us",,,,,1
329,"**-****-00329",329,,329,"Nova","Green","Lakin",,,,,"2013-05-18",,,"admitted","Nagoya, 435 Terrence Stravenue","Email: kiana.tillman@mcdermott.name",,,,,1
330,"**-****-00330",330,,330,"Cecilia","Johnson","Hayes",,,,,"2014-04-23",,,"admitted","Nagoya, 132 Rohan Drive","Email: benedict_hermiston@renner.info",,,,,1
331,"**-****-00331",331,,331,"Brielle","Aaliyah","Wiza",,,,,"2012-03-09",,,"admitted","Nagoya, 701 Abshire Wall","Email: rylee@kub.com",,,,,1
332,"**-****-00332",332,,332,"Darren","Lizzie","Goldner",,,,,"2013-04-20",,,"admitted","Nagoya, 02539 McClure Walks","Email: stacey.kassulke@stokes.co.uk",,,,,1
333,"**-****-00333",333,,333,"Marge","Joy","McCullough",,,,,"2014-03-29",,,"admitted","Nagoya, 3027 Wintheiser Plain","Email: dianna.herzog@upton.info",,,,,1
334,"**-****-00334",334,,334,"Judson","Kellen","Emard",,,,,"2014-03-28",,,"admitted","Nagoya, 56144 Rowe Crest","Email: alysa.schultz@sawaynwalsh.ca",,,,,1
335,"**-****-00335",335,,335,"Tyra","Lolita","Stark",,,,,"2013-06-03",,,"admitted","Nagoya, 49679 Renner Throughway","Email: jonathon@spinka.us",,,,,1
336,"**-****-00336",336,,336,"Adrienne","Dagmar","Frami",,,,,"2013-12-06",,,"admitted","Nagoya, 5761 Kerluke Crossing","Email: madison@bednarcole.us",,,,,1
337,"**-****-00337",337,,337,"Dale","Ursula","McGlynn",,,,,"2012-02-01",,,"admitted","Nagoya, 9343 Wyman Bypass","Email: justus.collier@friesen.biz",,,,,1
338,"**-****-00338",338,,338,"Mossie","Lavinia","Pfannerstill",,,,,"2013-09-24",,,"admitted","Nagoya, 22582 Gabriel Causeway","Email: kyla.dickens@gusikowski.com",,,,,1
339,"**-****-00339",339,,339,"Jayden","Sigrid","Skiles",,,,,"2014-04-03",,,"admitted","Nagoya, 3805 Windler Common","Email: gillian_klein@wilkinson.name",,,,,1
340,"**-****-00340",340,,340,"Austyn","Amari","Roberts",,,,,"2011-11-29",,,"admitted","Nagoya, 2815 Perry Lake","Email: tyree_franecki@emmerich.co.uk",,,,,1
341,"**-****-00341",341,,341,"Raphaelle","Lorenza","Halvorson",,,,,"2013-06-23",,,"admitted","Nagoya, 631 Keeling Spurs","Email: rachael@jast.com",,,,,1
342,"**-****-00342",342,,342,"Bertrand","Lyla","Stamm",,,,,"2012-03-17",,,"admitted","Nagoya, 226 Moshe Pine","Email: henderson@trompschuppe.ca",,,,,1
343,"**-****-00343",343,,343,"Rodrick","Javonte","Cruickshank",,,,,"2013-06-30",,,"admitted","Nagoya, 91931 Rupert Ramp","Email: elisha.harvey@hermann.name",,,,,1
344,"**-****-00344",344,,344,"Kelton","Lawson","Breitenberg",,,,,"2014-01-17",,,"admitted","Nagoya, 367 Rowe Dale","Email: angie.botsford@vonrueden.biz",,,,,1
345,"**-****-00345",345,,345,"Faustino","Alf","Rau",,,,,"2011-09-26",,,"admitted","Nagoya, 369 Lebsack Forest","Email: merritt.bailey@schustermaggio.co.uk",,,,,1
346,"**-****-00346",346,,346,"Mable","Dorothea","Lueilwitz",,,,,"2014-02-10",,,"admitted","Nagoya, 43188 Randal Rue","Email: cyrus@lang.co.uk",,,,,1
347,"**-****-00347",347,,347,"Jennie","Tina","Stroman",,,,,"2014-01-03",,,"admitted","Nagoya, 776 Batz Fork","Email: lilyan@stromanwunsch.us",,,,,1
348,"**-****-00348",348,,348,"Dillan","Schuyler","Carter",,,,,"2012-04-09",,,"admitted","Nagoya, 69110 Weber Heights","Email: gerard@gorczanybogisich.info",,,,,1
349,"**-****-00349",349,,349,"Evan","Sierra","Jacobson",,,,,"2013-12-24",,,"admitted","Nagoya, 720 Royce Courts","Email: jerry@sporerjerde.us",,,,,1
350,"**-****-00350",350,,350,"Elaina","Alysson","Emmerich",,,,,"2011-12-14",,,"admitted","Nagoya, 5357 Caleb Cape","Email: anissa_krajcik@pouros.name",,,,,1
351,"**-****-00351",351,,351,"Marina","Randal","Balistreri",,,,,"2011-10-09",,,"admitted","Nagoya, 82377 Koepp Crossing","Email: brant@ricetorp.biz",,,,,1
352,"**-****-00352",352,,352,"Gisselle","Demario","Cummerata",,,,,"2012-12-08",,,"admitted","Nagoya, 65644 Lorena Ville","Email: jayme@kihnfisher.name",,,,,1
353,"**-****-00353",353,,353,"Greyson","Karelle","Welch",,,,,"2012-12-25",,,"admitted","Nagoya, 5922 Savanna Harbor","Email: samara_kuphal@kemmer.biz",,,,,1
354,"**-****-00354",354,,354,"Nova","Hillary","Bailey",,,,,"2012-09-03",,,"admitted","Nagoya, 727 Arvel Fort","Email: elda_marquardt@marks.biz",,,,,1
355,"**-****-00355",355,,355,"Alexander","Willard","Aufderhar",,,,,"2012-06-10",,,"admitted","Nagoya, 4994 Windler Road","Email: carlos_cronin@gerlachorn.us",,,,,1
356,"**-****-00356",356,,356,"Vernice","London","Raynor",,,,,"2013-03-06",,,"admitted","Nagoya, 43181 Dibbert Knolls","Email: estella_ritchie@johnson.biz",,,,,1
357,"**-****-00357",357,,357,"Leonie","Charity","Kreiger",,,,,"2012-06-24",,,"admitted","Nagoya, 04317 Dibbert Springs","Email: guiseppe_mcglynn@cronacremin.com",,,,,1
358,"**-****-00358",358,,358,"Emerson","Wyman","Deckow",,,,,"2011-10-09",,,"admitted","Nagoya, 2512 Denesik Curve","Email: rodger_schimmel@collins.com",,,,,1
359,"**-****-00359",359,,359,"Jordi","Abelardo","Dach",,,,,"2011-12-17",,,"admitted","Nagoya, 049 Kuhn Burg","Email: ezekiel.hickle@jacobsonrippin.us",,,,,1
360,"**-****-00360",360,,360,"Eliza","Dorris","Haag",,,,,"2013-08-06",,,"admitted","Nagoya, 11925 Norval Mount","Email: kyler.schiller@hoegerjast.us",,,,,1
361,"**-****-00361",361,,361,"Leta","Audra","Blick",,,,,"2014-01-31",,,"admitted","Nagoya, 9355 Bryana Fields","Email: adam_von@collier.info",,,,,1
362,"**-****-00362",362,,362,"Joana","Jordyn","Raynor",,,,,"2012-02-08",,,"admitted","Nagoya, 31505 Narciso Spurs","Email: benny.rempel@bogan.biz",,,,,1
363,"**-****-00363",363,,363,"Raleigh","Ericka","Carroll",,,,,"2012-12-02",,,"admitted","Nagoya, 0552 Windler Pine","Email: karelle_douglas@cristmayert.info",,,,,1
364,"**-****-00364",364,,364,"Haylee","Guy","Grimes",,,,,"2011-12-20",,,"admitted","Nagoya, 9664 Upton Gateway","Email: mekhi_luettgen@denesik.info",,,,,1
365,"**-****-00365",365,,365,"Alexandrea","Name","Thompson",,,,,"2013-07-10",,,"admitted","Nagoya, 52094 Kiera Circle","Email: alexandre_hayes@oconner.com",,,,,1
366,"**-****-00366",366,,366,"Blanca","Arvel","Schumm",,,,,"2012-09-25",,,"admitted","Nagoya, 023 Levi Isle","Email: isabel.dibbert@herman.biz",,,,,1
367,"**-****-00367",367,,367,"Cheyenne","Frida","Kunde",,,,,"2012-03-01",,,"admitted","Nagoya, 170 Haley Manors","Email: barney_hessel@medhurstschaefer.name",,,,,1
368,"**-****-00368",368,,368,"Bernardo","Pamela","O'Reilly",,,,,"2014-01-17",,,"admitted","Nagoya, 9501 Jana Island","Email: amos@waelchi.info",,,,,1
369,"**-****-00369",369,,369,"Wilfred","Nathan","Gleichner",,,,,"2014-05-20",,,"admitted","Nagoya, 548 Arjun Tunnel","Email: theresa.ortiz@von.co.uk",,,,,1
370,"**-****-00370",370,,370,"Kaitlyn","Enid","Hane",,,,,"2012-12-21",,,"admitted","Nagoya, 44844 O'Reilly Valleys","Email: ollie@wolf.ca",,,,,1
371,"**-****-00371",371,,371,"Tamara","Augusta","Bode",,,,,"2012-04-03",,,"admitted","Nagoya, 63834 Lemke Point","Email: jacey@connellygoyette.ca",,,,,1
372,"**-****-00372",372,,372,"Sallie","Quinten","Gibson",,,,,"2011-11-17",,,"admitted","Nagoya, 8875 Ashlynn Plains","Email: emie.veum@predovicmayert.co.uk",,,,,1
373,"**-****-00373",373,,373,"Judd","Gudrun","McDermott",,,,,"2014-04-07",,,"admitted","Nagoya, 10902 Sterling Trafficway","Email: jacinto@dibbert.us",,,,,1
374,"**-****-00374",374,,374,"Tyreek","Fern","Borer",,,,,"2013-11-08",,,"admitted","Nagoya, 51590 Adams Landing","Email: marshall_schmidt@kreigerweimann.co.uk",,,,,1
375,"**-****-00375",375,,375,"Luis","Katelyn","Terry",,,,,"2011-12-29",,,"admitted","Nagoya, 16838 Gladyce Neck","Email: beverly@reichert.ca",,,,,1
376,"**-****-00376",376,,376,"Adell","Jena","Rohan",,,,,"2014-02-19",,,"admitted","Nagoya, 24847 Montana Pine","Email: audrey_reichert@mantehamill.ca",,,,,1
377,"**-****-00377",377,,377,"Sandra","Noe","Murphy",,,,,"2013-08-29",,,"admitted","Nagoya, 9238 Katelyn Divide","Email: marisol@ratke.com",,,,,1
378,"**-****-00378",378,,378,"Lacy","Manuel","Friesen",,,,,"2012-01-18",,,"admitted","Nagoya, 87919 Karianne Rest","Email: reginald@friesenwelch.info",,,,,1
379,"**-****-00379",379,,379,"Lizeth","Morton","Robel",,,,,"2012-12-03",,,"admitted","Nagoya, 87745 Jast Ridges","Email: francesco_abshire@romaguera.ca",,,,,1
380,"**-****-00380",380,,380,"Dwight","Martin","Kuhic",,,,,"2011-10-31",,,"admitted","Nagoya, 281 Koepp Island","Email: destini@upton.com",,,,,1
381,"**-****-00381",381,,381,"Stuart","Angelo","Mraz",,,,,"2012-06-04",,,"admitted","Nagoya, 3910 Percival Alley","Email: skye.volkman@torpschmitt.us",,,,,1
382,"**-****-00382",382,,382,"Audrey","Maudie","Carter",,,,,"2012-02-23",,,"admitted","Nagoya, 9772 Paula Rapids","Email: sedrick@friesenbrown.us",,,,,1
383,"**-****-00383",383,,383,"Anastacio","Linnea","Morissette",,,,,"2013-11-17",,,"admitted","Nagoya, 800 Janick Terrace","Email: jeramie@stroman.biz",,,,,1
384,"**-****-00384",384,,384,"Dennis","Rocio","Sipes",,,,,"2013-02-19",,,"admitted","Nagoya, 17067 Stanley Valleys","Email: providenci_conn@damore.us",,,,,1
385,"**-****-00385",385,,385,"Kyle","Leilani","Hartmann",,,,,"2012-04-15",,,"admitted","Nagoya, 622 Clinton Skyway","Email: maybell@runolfssonborer.com",,,,,1
386,"**-****-00386",386,,386,"Ava","Dayton","Roberts",,,,,"2012-12-06",,,"admitted","Nagoya, 084 Everardo Creek","Email: cristopher@kuhlman.com",,,,,1
387,"**-****-00387",387,,387,"Tracey","Madonna","Dibbert",,,,,"2013-02-11",,,"admitted","Nagoya, 8049 Cronin Greens","Email: monte@schultzcarroll.info",,,,,1
388,"**-****-00388",388,,388,"Drew","Zechariah","Daniel",,,,,"2013-06-18",,,"admitted","Nagoya, 2863 Velma Lake","Email: april.nader@batz.info",,,,,1
389,"**-****-00389",389,,389,"Lesly","German","Kassulke",,,,,"2013-04-09",,,"admitted","Nagoya, 965 Cristian View","Email: brody@turcotte.name",,,,,1
390,"**-****-00390",390,,390,"Torrance","Augusta","Wilderman",,,,,"2013-05-07",,,"admitted","Nagoya, 015 Donnelly Views","Email: deangelo.koepp@lang.ca",,,,,1
391,"**-****-00391",391,,391,"Sasha","Jennie","Roberts",,,,,"2012-01-20",,,"admitted","Nagoya, 93011 Damaris Plains","Email: wilber.kohler@millerfeeney.com",,,,,1
392,"**-****-00392",392,,392,"Jacey","Adriana","Hauck",,,,,"2012-08-31",,,"admitted","Nagoya, 88136 Golda Lodge","Email: whitney.fisher@bogan.us",,,,,1
393,"**-****-00393",393,,393,"Sigrid","Broderick","Konopelski",,,,,"2014-03-27",,,"admitted","Nagoya, 6912 Electa Courts","Email: greyson_nikolaus@armstrong.info",,,,,1
394,"**-****-00394",394,,394,"Mittie","Kurt","Koepp",,,,,"2012-11-09",,,"admitted","Nagoya, 6431 Schinner Mews","Email: maia.pfannerstill@greenholtkoss.ca",,,,,1
395,"**-****-00395",395,,395,"Modesto","Jackson","Hoeger",,,,,"2013-04-06",,,"admitted","Nagoya, 1977 Garrison Flat","Email: nathanael@jaskolski.co.uk",,,,,1
396,"**-****-00396",396,,396,"Earl","Hertha","Doyle",,,,,"2013-01-15",,,"admitted","Nagoya, 865 Desmond Lodge","Email: yadira_bashirian@okon.co.uk",,,,,1
397,"**-****-00397",397,,397,"Keira","Kallie","Balistreri",,,,,"2013-08-10",,,"admitted","Nagoya, 5433 Domenico Points","Email: lauren@gibson.ca",,,,,1
398,"**-****-00398",398,,398,"Athena","Kelton","Bernier",,,,,"2012-03-31",,,"admitted","Nagoya, 1857 Noble Underpass","Email: krystal.balistreri@welch.co.uk",,,,,1
399,"**-****-00399",399,,399,"Spencer","Sunny","Grimes",,,,,"2013-12-16",,,"admitted","Nagoya, 69794 Nayeli Orchard","Email: wilfred.miller@fahey.us",,,,,1
400,"**-****-00400",400,,400,"Helene","Avery","Gerlach",,,,,"2014-02-25",,,"admitted","Nagoya, 976 Walsh Villages","Email: bella@beahanhomenick.name",,,,,1
401,"**-****-00401",401,,401,"Darrion","Maci","Rodriguez",,,,,"2012-09-05",,,"admitted","Nagoya, 212 Emard Courts","Email: ova@ricebruen.info",,,,,1
402,"**-****-00402",402,,402,"Houston","Angelita","Gutmann",,,,,"2014-03-04",,,"admitted","Nagoya, 67849 Emmanuelle Walks","Email: katlyn.shields@krajcik.name",,,,,1
403,"**-****-00403",403,,403,"Marie","Van","Daugherty",,,,,"2011-12-21",,,"admitted","Nagoya, 636 Stamm Extension","Email: cecilia@gusikowskiraynor.us",,,,,1
404,"**-****-00404",404,,404,"Schuyler","Buddy","Champlin",,,,,"2013-06-16",,,"admitted","Nagoya, 80687 Turner Shore","Email: jessyca@roob.us",,,,,1
405,"**-****-00405",405,,405,"Roosevelt","Ola","Borer",,,,,"2013-05-10",,,"admitted","Nagoya, 60668 Batz Islands","Email: stewart@stracke.biz",,,,,1
406,"**-****-00406",406,,406,"Moriah","Bennie","Torp",,,,,"2013-08-08",,,"admitted","Nagoya, 994 Braun Cliffs","Email: alvina@cruickshank.biz",,,,,1
407,"**-****-00407",407,,407,"Lavonne","Constance","Graham",,,,,"2013-02-12",,,"admitted","Nagoya, 18544 Schultz Overpass","Email: aileen@schroeder.biz",,,,,1
408,"**-****-00408",408,,408,"Clarabelle","Johnpaul","Halvorson",,,,,"2013-09-26",,,"admitted","Nagoya, 93527 Citlalli Greens","Email: hilma_mitchell@hintz.info",,,,,1
409,"**-****-00409",409,,409,"Godfrey","Wade","Kerluke",,,,,"2012-03-18",,,"admitted","Nagoya, 885 Green Trail","Email: ofelia_reynolds@hessel.com",,,,,1
410,"**-****-00410",410,,410,"Armand","Everett","Bauch",,,,,"2011-12-22",,,"admitted","Nagoya, 06125 Clair Lights","Email: jamal@turner.us",,,,,1
411,"**-****-00411",411,,411,"Elisabeth","Arianna","Lebsack",,,,,"2012-03-29",,,"admitted","Nagoya, 698 Runolfsson Skyway","Email: carlo@langworth.co.uk",,,,,1
412,"**-****-00412",412,,412,"Glenda","Heidi","Weimann",,,,,"2012-08-14",,,"admitted","Nagoya, 9362 Sunny Manor","Email: alanna@rolfson.biz",,,,,1
413,"**-****-00413",413,,413,"Mia","Kobe","Kohler",,,,,"2012-06-24",,,"admitted","Nagoya, 1008 Cole Stream","Email: tristian@rice.com",,,,,1
414,"**-****-00414",414,,414,"Freida","Carmela","Zieme",,,,,"2011-12-14",,,"admitted","Nagoya, 135 Ryan Parkways","Email: sandy.satterfield@runteschaefer.com",,,,,1
415,"**-****-00415",415,,415,"Lyla","Noah","Kunde",,,,,"2011-09-05",,,"admitted","Nagoya, 0439 Hoppe Forges","Email: lonnie_botsford@lang.name",,,,,1
416,"**-****-00416",416,,416,"Mercedes","Oren","Romaguera",,,,,"2013-06-04",,,"admitted","Nagoya, 2675 Cyrus Lodge","Email: dalton@beer.co.uk",,,,,1
417,"**-****-00417",417,,417,"Betty","Silas","Connelly",,,,,"2012-01-14",,,"admitted","Nagoya, 215 Brannon Brook","Email: hertha_kutch@renner.ca",,,,,1
418,"**-****-00418",418,,418,"Macy","Yvette","Witting",,,,,"2012-09-16",,,"admitted","Nagoya, 4802 Jones Trail","Email: catherine@monahan.name",,,,,1
419,"**-****-00419",419,,419,"Royal","Ari","Kessler",,,,,"2014-02-01",,,"admitted","Nagoya, 15098 Runolfsdottir Inlet","Email: avery.pfeffer@mrazdeckow.us",,,,,1
420,"**-****-00420",420,,420,"Myrtle","Karelle","Mueller",,,,,"2012-10-11",,,"admitted","Nagoya, 708 Lyric Village","Email: dennis.ernser@christiansenmayer.ca",,,,,1
